               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 124,            0.017111,           0.0085717,          0.00034438,             0.90278,             0.79329,             0.85163,             0.52065,            0.033444,            0.011353,           0.0012026,           0.0039115,           0.0039115,           0.0039115
                 125,            0.016951,           0.0084747,          0.00031582,              0.9027,             0.82823,             0.87038,             0.52428,            0.033643,            0.011395,           0.0012108,            0.003862,            0.003862,            0.003862
                 126,            0.017124,           0.0087404,          0.00047078,             0.92608,             0.80517,             0.87885,             0.52731,            0.033627,             0.01138,           0.0010182,           0.0038125,           0.0038125,           0.0038125
                 127,            0.016776,           0.0085966,          0.00028713,             0.87475,              0.8356,             0.86482,             0.53224,            0.033021,            0.011553,           0.0009883,            0.003763,            0.003763,            0.003763
                 128,            0.016727,           0.0089115,          0.00025354,             0.89881,              0.8202,             0.87073,             0.53242,            0.033291,            0.011355,          0.00095243,           0.0037135,           0.0037135,           0.0037135
                 129,            0.016436,           0.0083766,          0.00043303,             0.85429,             0.83053,             0.85657,              0.5224,            0.033201,            0.011872,           0.0011567,            0.003664,            0.003664,            0.003664
                 130,            0.016754,           0.0084808,          0.00034744,             0.89757,             0.80726,             0.85336,             0.52242,            0.034035,            0.011662,           0.0011515,           0.0036145,           0.0036145,           0.0036145
                 131,            0.016308,           0.0084612,          0.00034948,             0.84088,             0.81641,             0.85562,             0.52912,            0.034193,            0.011586,           0.0023631,            0.003565,            0.003565,            0.003565
                 132,            0.016554,           0.0085802,          0.00037589,             0.90131,             0.81917,              0.8767,             0.53657,            0.033368,            0.011227,           0.0015808,           0.0035155,           0.0035155,           0.0035155
                 133,            0.016199,           0.0084371,          0.00026066,             0.89199,             0.81921,             0.86568,             0.52516,            0.033582,            0.011437,           0.0012373,            0.003466,            0.003466,            0.003466
                 134,            0.015984,           0.0086498,          0.00019847,             0.91912,             0.80777,             0.88167,              0.5311,             0.03293,            0.011251,           0.0011459,           0.0034165,           0.0034165,           0.0034165
                 135,            0.015604,           0.0081684,          0.00027606,             0.87992,             0.83714,             0.87147,             0.52273,            0.033206,            0.011669,           0.0011642,            0.003367,            0.003367,            0.003367
                 136,            0.016024,           0.0080978,           0.0004594,             0.90671,             0.82159,             0.87443,             0.53353,            0.033329,            0.011937,            0.001659,           0.0033175,           0.0033175,           0.0033175
                 137,            0.015858,           0.0081567,           0.0004181,             0.89021,              0.8407,             0.88073,             0.53221,            0.033847,            0.011929,           0.0014073,            0.003268,            0.003268,            0.003268
                 138,            0.015802,           0.0079877,          0.00035593,             0.93393,             0.76756,             0.86783,              0.5191,            0.033682,            0.012134,           0.0012427,           0.0032185,           0.0032185,           0.0032185
                 139,              0.0158,            0.008079,          0.00034038,             0.86336,             0.80726,             0.86077,              0.5289,            0.033712,            0.012019,           0.0016802,            0.003169,            0.003169,            0.003169
                 140,            0.015056,            0.008171,          0.00031448,             0.89564,             0.79989,             0.86637,             0.52765,            0.032828,            0.012174,           0.0013263,           0.0031195,           0.0031195,           0.0031195
                 141,            0.015094,           0.0080907,          0.00031826,             0.89751,             0.81587,             0.86881,             0.53337,            0.033202,            0.012118,           0.0011718,             0.00307,             0.00307,             0.00307
                 142,            0.014749,            0.008007,          0.00029895,             0.87983,               0.808,              0.8655,             0.53515,            0.033123,            0.011694,           0.0012895,           0.0030205,           0.0030205,           0.0030205
                 143,             0.01529,           0.0080764,          0.00036192,             0.90041,             0.79705,             0.86709,             0.53055,            0.033521,            0.011712,           0.0014049,            0.002971,            0.002971,            0.002971
                 144,            0.014895,           0.0077811,          0.00028194,             0.89385,             0.80677,              0.8775,             0.53784,            0.033416,             0.01184,           0.0011833,           0.0029215,           0.0029215,           0.0029215
                 145,             0.01503,           0.0081258,           0.0002627,             0.90626,             0.79073,             0.85486,              0.5304,            0.033979,            0.012119,           0.0011287,            0.002872,            0.002872,            0.002872
                 146,            0.014823,           0.0076358,          0.00027515,             0.91241,             0.81613,             0.87105,             0.53978,            0.033632,             0.01185,          0.00088337,           0.0028225,           0.0028225,           0.0028225
                 147,            0.014764,           0.0076757,           0.0002055,              0.9204,             0.79307,             0.87264,             0.54054,            0.033396,            0.011988,            0.001107,            0.002773,            0.002773,            0.002773
                 148,            0.014783,           0.0078628,          0.00026644,             0.91903,             0.82584,              0.9022,             0.54439,            0.033273,            0.011785,           0.0011699,           0.0027235,           0.0027235,           0.0027235
                 149,            0.014449,           0.0076294,          0.00022761,             0.87255,              0.8245,             0.86693,             0.53563,            0.033873,            0.012329,           0.0013877,            0.002674,            0.002674,            0.002674
                 150,            0.014652,           0.0077697,          0.00027414,             0.92214,             0.78236,             0.86207,             0.52512,             0.03352,            0.012152,          0.00093085,           0.0026245,           0.0026245,           0.0026245
                 151,            0.014552,            0.007391,          0.00024191,             0.90393,              0.8305,             0.87886,             0.53301,            0.033526,             0.01216,          0.00099661,            0.002575,            0.002575,            0.002575
                 152,            0.014364,           0.0077504,          0.00025254,             0.90957,             0.80033,             0.86143,             0.52938,            0.033147,            0.012393,           0.0011242,           0.0025255,           0.0025255,           0.0025255
                 153,            0.014536,           0.0077938,          0.00025239,             0.88428,             0.79149,             0.85551,             0.52715,            0.033316,            0.012282,           0.0010001,            0.002476,            0.002476,            0.002476
                 154,            0.014039,           0.0074887,           0.0002285,             0.89446,             0.78986,             0.86299,             0.52998,            0.033293,            0.012782,          0.00097176,           0.0024265,           0.0024265,           0.0024265
